date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:20	444386/444386	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:40%20GMT	http://www.fondationaek.org/upload/008.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/008.jpg	(from http://www.fondationaek.org/a-propos-de-la-fondation.html)
15:40:23	552283/552283	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:49%20GMT	http://www.fondationaek.org/upload/mot-president-kadiri.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/mot-president-kadiri.jpg	(from http://www.fondationaek.org/mot-du-president.html)
15:40:41	130406/130406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:40%20GMT	http://www.fondationaek.org/images/publications/4.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/publications/4.jpg	(from http://www.fondationaek.org/evenements.html)
15:41:01	460778/460778	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:39%20GMT	http://www.fondationaek.org/images/publications/3.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/publications/3.jpg	(from http://www.fondationaek.org/evenements.html)
15:41:40	362012/362012	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:46%20GMT	http://www.fondationaek.org/images/publications/6.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/publications/6.jpg	(from http://www.fondationaek.org/evenements.html)
15:43:24	884013/884013	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Feb%202021%2017:02:57%20GMT	http://www.fondationaek.org/images/publications/7.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/publications/7.jpg	(from http://www.fondationaek.org/publications.html)
15:43:41	1231963/1231963	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:44%20GMT	http://www.fondationaek.org/images/publications/5.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/publications/5.jpg	(from http://www.fondationaek.org/evenements.html)
15:44:24	1016321/1016321	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Feb%202021%2017:02:57%20GMT	http://www.fondationaek.org/images/publications/8.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/publications/8.jpg	(from http://www.fondationaek.org/publications.html)
15:45:52	914504/914504	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:00%20GMT	http://www.fondationaek.org/images/presse/1.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/presse/1.jpg	(from http://www.fondationaek.org/presse.html)
15:46:44	865752/865752	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:21%20GMT	http://www.fondationaek.org/images/presse/3.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/presse/3.jpg	(from http://www.fondationaek.org/presse.html)
15:47:49	1538875/1538875	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:18%20GMT	http://www.fondationaek.org/images/presse/2.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/presse/2.jpg	(from http://www.fondationaek.org/presse.html)
15:48:22	926717/926717	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:24%20GMT	http://www.fondationaek.org/images/presse/4.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/presse/4.jpg	(from http://www.fondationaek.org/presse.html)
15:49:44	509002/509002	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:49%20GMT	http://www.fondationaek.org/upload/mediatheque.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/mediatheque.jpg	(from http://www.fondationaek.org/bibliotheque.html)
15:49:59	1209252/1209252	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:28%20GMT	http://www.fondationaek.org/images/presse/5.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/presse/5.jpg	(from http://www.fondationaek.org/presse.html)
15:50:28	270854/270854	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:51%20GMT	http://www.fondationaek.org/upload/salles-de-cinema.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/salles-de-cinema.jpg	(from http://www.fondationaek.org/salles-de-cinema.html)
15:50:36	1038011/1038011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:31%20GMT	http://www.fondationaek.org/images/presse/6.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/presse/6.jpg	(from http://www.fondationaek.org/presse.html)
15:50:59	370949/370949	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Dec%202020%2015:48:12%20GMT	http://www.fondationaek.org/upload/musique-peinture.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/musique-peinture.jpg	(from http://www.fondationaek.org/ateliers-de-musique-peinture.html)
15:51:37	423027/423027	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:46%20GMT	http://www.fondationaek.org/upload/galerie-exposition.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/galerie-exposition.jpg	(from http://www.fondationaek.org/galerie-exposition.html)
15:52:04	543780/543780	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Dec%202020%2016:28:18%20GMT	http://www.fondationaek.org/upload/auditorium2.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/auditorium2.jpg	(from http://www.fondationaek.org/auditorium.html)
15:52:22	515843/515843	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:35%20GMT	http://www.fondationaek.org/upload/002.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/002.jpg	(from http://www.fondationaek.org/soutien-de-programmes-culturels.html)
15:52:48	490775/490775	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:40%20GMT	http://www.fondationaek.org/upload/009.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/009.jpg	(from http://www.fondationaek.org/soutien-de-programmes-educatifs.html)
15:52:57	434899/434899	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:35:42%20GMT	http://www.fondationaek.org/upload/010.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/010.jpg	(from http://www.fondationaek.org/soutien-scolaire.html)
16:09:39	31149512/31149512	---M--	200	added ('OK')	video/mp4	date:Tue,%2001%20Dec%202020%2015:36:43%20GMT	http://www.fondationaek.org/upload/video.mp4	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/upload/video.mp4	(from http://www.fondationaek.org/)
16:09:40	236/236	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2015:09:41%20GMT	http://www.fondationaek.org/css/bigplay.png	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/css/bigplay.png	(from http://www.fondationaek.org/css/style.css)
16:09:43	236/236	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2015:09:42%20GMT	https://www.fondationaek.org/fonts.googleapis.com/css?family=Karla%3A600%2C600%2C600%2C600%2Cregular%2Citalic%2C700%2C700italic%7CMontserrat%3A600%2C600%2C600%2C600%2C100%2C100italic%2C200%2C200italic%2C300%2C300italic%2Cregular%2Citalic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&subset	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/fonts.googleapis.com/css99f6	(from http://www.fondationaek.org/mot-du-president.html)
16:09:53	322638/322638	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Dec%202020%2015:36:35%20GMT	http://www.fondationaek.org/images/publications/1.jpg	C:/Mes%20Sites%20Web/fondation/www.fondationaek.org/images/publications/1.jpg	(from http://www.fondationaek.org/evenements.html)
